date,journalist,link,selected_by_day,tweet
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516679084848345090,,"L'avocat de la famille de la victime s'adresse aux médias après première journée de procès #Magnotta <a href=""http://t.co/g8uTJkfy6N"" target=""_blank"">http://t.co/g8uTJkfy6N</a>"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516674969452167168,,"Fin de la journée au procès #Magnotta. Policière Simoneau présentera d'autres photos mardi, dès 9h30"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516673041812951041,,Toujours dans les poubelles de #Magnotta : un outil électrique. Rarement outil a eu l'air si menaçant...
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516671903583707138,,Photo 137 : 2e couvre-matelas avec «substances rougeâtres» + marteau + tournevis #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516671495456948224,,Simoneau poursuit description méticuleuse de tous objets retrouvés dans poubelles. Nous en sommes à la photo 136. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516669233997287424,,Photo de literie avec «beaucoup de substances rougeâtres» maintenant montrée aux jurés. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516667867128135680,,"Aussi trouvé dans un sac de poubelle: une partie de corps, que Simoneau a aussi photographiée. #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516665598693367808,,Nous en sommes à la photo 104 de Mme Simoneau pour votre information... #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516664455728734208,,"Finalement, deux couteaux et une paire de ciseaux ont été retrouvés dans les sacs de poubelle #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516663802650439681,,"Aussi retrouvé dans les poubelles : rideau de douche, lame de couteaux avec substance rougeâtre, gants -Simoneau #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516663198003785728,,"Dans les poubelles, la police a retrouvé des bouts de papier identifiant #Magnotta dit Simoneau."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516662795598053376,,"Des items trouvés dans les poubelles ont été envoyés au laboratoire pour expertise, dit Simoneau. #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516662137713065984,,Simoneau décrit autres documents et articles retrouvés dans poubelles. Ex: lunettes fumées. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516661556680335360,,"Simoneau présente série de photos de vêtements (polo saumon, bermuda carrelé, chandails, pantalon, etc.) trouvés dans poubelles #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516659405723815936,,"Certains éléments retrouvés dans ces sacs ont été photographiés aussi, explique Simoneau. #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516658892903030784,,Simoneau explique que sacs de poubelle devant immeuble place Lucy près de la valise ont été ouverts un à un. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516658037051113473,,Première photo de la partie de corps trouvée dans la valise. Je m'en tiendrai à ça. Je ne décrirai pas davantage. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516657351072694272,,Simoneau explique où a été trouvée valise contenant une partie de corps. Valise en partie ouverte. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516656074003578880,,"Simoneau présente photos d'amoncellement de déchets près du 5309, place Lucy. #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516654933027086336,,"Photos de Simoneau ont été prises 29 mai 2012, dans un secteur situé à l'angle de Décarie/place Lucie #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516654328019714048,,Procureur Bouthillier remet des copies du rapport photographique de Simoneau au jury. Témoignage reprend. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516653367255629824,,"Procès #Magnotta reprend, avec le témoignage de la policière Simoneau, qui a pris des photos d'une valise contenant une partie de corps."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516624323785007105,,Pause du midi au procès #Magnotta. De retour avec le témoignage de la policière Simoneau vers 13h45-14h.
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516623057654652928,,"Simoneau a pris plus de 100 photos, notamment du contenu de la valise. Il y a eu de la pluie cette journée-là, travail perturbé. #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516622249692901376,,"Simoneau explique ce qu'elle a vu sur les lieux, a vérifié le contenu de la valise. Est restée sur place une 12aine d'heures. #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516621485809483777,,"29 mai 2012, on m'appelle pour un  tronc dans une valise, secteur Côte-des-Neiges. Arrivé sur les lieux peu après midi -Simoneau. #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516620979527639041,,Simoneau est policière au SPVM depuis 18 ans. Fait de l'identité judiciaire depuis 2005. Elle témoigne en français.
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516620561942732800,,"Sur ce, fin de l'allocution de Me Leclair. La Couronne appelle à la barre Caroline Simoneau, technicienne en scène de crime. #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516620172514185216,,"«Vous ne perdrez pas votre temps», dit Me Leclair au jury. «J'entends vous montrer qu'il est non-criminellement responsable». #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516619868624277504,,"#Magnotta a été vu dans trois cliniques de Toronto. Un médecin torontois viendra témoigner de son parcours, dit Me Leclair."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516619513387696129,,Me Leclair dit que #Magnotta est schizophrène. Ce sera au coeur de de sa défense.
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516618749302931457,,Leclair dit qu'il déposera un rapport psychiatrique concernant #Magnotta Deux psychiatres seront appelés par la défense.
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516618460378312704,,"Le psychiatre qui a rencontré #Magnotta après son arrestation dans un café Internet de Berlin témoignera, ditr Me Leclair."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516617713209180160,,"#Magnotta croyait que la police de Toronto le cherchait, dit Me Leclair. Un an avant crime allégué, il parlait souvent d'un dénommé «Manny»"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516617447999164417,,"La vie «chaotique» de #Magnotta va être établie par son parcours médical, dit en somme Me Leclair."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516616739413442560,,"#Magnotta souffrait d'une psychose, selon diagnostic reçu dans un hôpital de Floride, dit son avocat, Me Leclair."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516616253989871617,,#Magnotta a vu psychiatre à l'hôpital général juif de Montréal avant mort de Lin. Diagnostic: «borderline personnality disorder» -Leclair
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516615690044710912,,"Vous allez avoir le dossier médical de #Magnotta, dit son avocat, Me Leclair, au jurés."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516615388193239040,,"Avocat de #Magnotta entend faire témoigner médecin de l'hôpital Maisonneuve, qui a vu son client deux mois avant meurtre de Jun Lin."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516615089898528768,,"Leclair dit qu'il entend faire témoigner le père de Magnotta, qui est schizophrène. Il parlera de l'historique familial en la matière."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516614388321505280,1,Me Leclair entend prouver que #Magnotta souffrait d'un problème d'ordre mental lorsqu'il a commis les gestes qui lui sont reprochés.
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516614119462416386,,Leclair explique qu'il s'attardera à l'état d'esprit de #Magnotta au moment où les gestes qui lui sont reprochés ont été commis.
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516613885378314241,,"L'avocat de #Magnotta, Luc Leclair, s'adresse aux jurés en français. Une 1ère depuis ce matin. Procès se déroulera surtout en anglais."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516613102142361600,,"Procès #Magnotta reprend. Son avocat, Luc Leclair, va s'adresser au jury."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516606990991499264,,"Pause au procès #Magnotta. Au retour: allocution d'ouverture de l'avocat de Magnotta, Me Leclair"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516606316409016320,,"Premier témoin de la Couronne sera Caroline Simoneau, femme qui a pris des photos de la scène de crime. #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516606103816511488,,Procureur Bouthillier dit qu'il compte prendre 3-4 semaines pour étaler la preuve de la Couronne. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516605842532339712,,Procureur dit que vidéo montre individu dans la même position que Jun Lin une semaine avant le meurtre. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516605545785331712,,"Procureur Bouthillier rappelle que la vidéo filmée et diffusée par #Magnotta est graphique, sordire, troublante."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516604963188137986,,Le conjoint de Jun Lin va témoigner au procès dit procureur Bouthillier. Vidéo faite par #Magnotta sera présentée.
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516604364472201216,,"Procès #Magnotta : plusieurs témoins, dont le concierge de son immeuble, témoins venant d'Allemagne, etc."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516603074891509761,,Procureur de la Couronne Bouthillier entend prouver que le meurtre a été planifié six mois à l'avance. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516602100428857345,,"Le procureur de la Couronne, Louis Bouthillier, fait maintenant sa déclaration d'ouverture au procès #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516601557077721088,,"en somme, procès ressemble maintenant à celui Guy Turcotte. #Magnotta a tué Jun Lin, mais est-il criminellement responsable?"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516600608535887872,2,"#magnotta admet avoir commis les gestes qui lui sont reprochés, annonce juge. Mais avait-il état d'esprit nécessaire pour être coupable?"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516599937531150337,,"Pour prononcer #Magnotta coupable, vous devez en être certain hors de tout doute raisonnable, rappelle juge Cournoyer au jury"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516599493014593536,,#magnotta a présomption d'innocence jusqu'à ce que le jury décide autrement. Fardeau de la preuve est celui de la Couronne -juge Cournoyer
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516594328576077825,,Juge précise que les 14 jurés vont suivre procès #Magnotta; il sélectionnera les 12 qui prononceront le verdict à la fin
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516593765805735937,,Juge Cournoyer s'adresse au jury. Explique sa décision d'avoir 14 jurés + leurs responsabilités. #Magnotta
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516593352272535552,,L'acte d'accusation est lu. #Magnotta plaide non-coupable à tous les chefs. Dit simplement «not guilty». Voix un peu faiblarde.
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516592751425904640,,"Deux des 16 jurés sont remerciés. Il en reste 14, incluant deux suppléants. Seuls 12 vont se prononcer. #Magnotta"
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516592262776885248,,Fin du débat entre juge et procureurs au procès #Magnotta. Le jury fait son entrée dans la salle d'audiences.
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516584406346379267,,"Procès #Magnotta commence par débat entre procureur de la Couronne et juge Cournoyer, en l'absence du jury."
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516582958216773632,,Procès #Magnotta commence. Deux salles de débordement ouvertes pour les journalistes et le public.
9/29/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516576714206760960,,"#magnotta, quelque peu attendu par la presse devant la palais de justice de Montréal <a href=""http://t.co/QrR7ZizhTD"" target=""_blank"">http://t.co/QrR7ZizhTD</a>"
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516679501577986048,,La famille est extrêmement reconnaissante que le juge Guy Cournoyer préside ce procès. #Magnotta un juge humain et expérimenté
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516678926106914816,,Le père de Lin Jun préfère suivre le procès dans une petite salle privée mise à la disposition de la famille. #Magnotta
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516678485046460416,,L'avocat des parents de Lin Jun remercie le juge de la compassion dont il fait preuve à l'endroit de la famille
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516626733710446592,,Me Leclair dit aux jurés qu'ils ne perdent pas leur temps: «j'entends démontrer qu'il est non criminellement responsable» #Magnotta
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516626200044007426,,"L'avocat de #Magnotta assure que son client est un schizophrène paranoïaque, qu'il entendait des voix et se sentait persécuté."
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516616474778431490,,L'avocat ajoute que #Magnotta a reçu un diagnostic de personnalité borderline
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516615972015595521,,Le père de #Magnotta témoignera dit l'avocat de la défense. Le père de Magnotta est schizophrène. Il parlera de la vie de son fils.
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516615473820336129,,L'avocat de #Magnotta explique au jury que son client souffrait d'un désordre mental.
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516604868422033408,,La couronne entend démontrer que #magnotta planifiait son crime depuis 6 mois.
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516602017306144769,,La couronne s'adresse maintenant au jury #Magnotta
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516601083490500608,,Tout va se jouer sur l'état mental de #Magnotta au moment des crimes qu'on lui reproche.
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516600815159902208,,Le juge au jury #Magnotta : l'accusé admet les gestes mais vous devrez décider s'il avait «l'état d'esprit requis»
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516596462063734784,,Le juge prévient le jury que l'avocat de #Magnotta s'adressera à lui après la déclaration d'ouverture de la couronne.
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516594970648936449,,Le juge invite le jury à ne pas prendre connaissance des reportages et à se concentrer sur la preuve faite en cour #Magnotta
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516593198467399680,,"Sans surprise #Magnotta plaide non-coupable, d'une voix faible , aux 5 chefs d'accusation"
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516592595603320832,,#Magnotta est officiellement mis en accusation.
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516592144820502529,,Le jury prend place au procès #Magnotta. Après en débat en droit de 45 minutes. Le juge s'adresse aux 16 jurés
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516584896589225985,,Le procès #Magnotta commence avec un débat hors jury. Interdit de rapporter ce qui se dit pour le moment
9/29/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516572841421340672,,"Souhaitez moi bonne chance, je couvre le proces #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517045795800236032,,"Fin de la journée au procès #Magnotta. Policière Simoneau poursuivra son témoignage mercredi, 9h30."
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517045405314338816,,L'avocat de #Magnotta rappelle que Montréal a vécu mouvement Occupons Montréal et grève étudiante en 2012. Puis il enchaîne...
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517042539288072192,,L'avocat de #Magnotta demande toujours à la policière de préciser le numéro du sac dans lequel l'item a été trouvé.
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517041969559003137,,"On continue. Autres items qui intéressent l'avocat de #Magnotta: papier de l'hôpital Royal Victoria, marteau, deux tournevis."
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517037965617680384,,"Difficile de comprendre ce que veut faire l'avocat de #Magnotta en montrant au jury: carte du métro de Londres, planibus, étui noir, etc"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517032723110957056,,"Procès #Magnotta a repris. Son avocat continue de demander des pièces à la policière Simoneau. Les présente au jury, les dépose en preuve."
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517024607250157568,,Pause au procès #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517022804110483456,,"Même manège avec couteau retrouvé sur scène de crime, envoyé au labo pour ADN. Pièces montrées au jury sont déposées en preuve #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517021526160584704,,Avocat de #Magnotta demande maintenant ciseaux photographiés par Simoneau et envoyés au labo pour expertise. Les montre au jury.
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517018220117897218,1,"L'avocat de #Magnotta veut voir des preuves retrouvées près du 5720, boul. Décarie, en commençant par des vêtements. Il les montre au jury."
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517016111557386240,,"Simoneau explique que les déchets dans lesquels se trouvaient des parties de corps n'étaient pas cachés, mais bien visibles. #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517014297797750784,,Procès #Magnotta reprend avec contre-interro de la policière Caroline Simoneau. Son témoignage avait été suspendu cet avant-midi.
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516988577876807681,,Fin du témoignage du policier Dionne. De retour avec un nouveau témoin à 14h. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516987329203146752,,"Fin de l'interrogatoire du policier Dionne, qui a présenté photos difficiles à regarder. Il est contre-interrogé. #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516985000974364674,,"Dionne décrit l'endroit où a été faite la macabre découverte, dans un secteur boisé, non loin d'un sentier. #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516983486482505728,,"Correction : photos de Dionne prises au parc Angrignon le 1er juillet 2012, pas 1er septembre. #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516981947516878848,,"Fin du témoignage de la policière Turmel. Nouveau témoin: Richard Dionne, service d'identité judiciaire du SPVM #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516981199399833600,,Policière Turmel dit que porte du balcon extérieur de l'appart. n'étaient pas verrouillées. Une autre porte donne sur ce balcon. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516980290250866688,,"Fin de l'interrogatoire de la policière Turmel par la Couronne. Au tour de Me Leclair, l'avocat de #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516979269411811328,,Turmel présente maintenant série de photos montrant des articles récupérés dans l'appart. 208. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516978056133890048,,Turmel montre l'état du matelas dans l'appart. 208. «Substance rougeâtre» visible. Matelas avait été inversé. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516974252965515264,,"Biolgistes se sont intéressées aux substances rougeâtres visibles dans l'appartement, dit Turmel. L'une d'elle témoignera + tard. #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516973592664625152,,Turmel explique que des biologistes ont aussi pris des photos le 30 mai 2012. Elles seront présentées aux 14 jurés. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516972854949445634,,"Rien de bien effroyable dans photos de l'appart. 208, prises 5 jrs après mort de Jun. Petites traces de «substances rougeâtres» #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516970215192936449,,"Beaucoup de problèmes de diffusion au procès #Magnotta. Perte de l'image dans une salle de débordement, photos mal présentées, etc."
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516969394485096448,,Turmel présente maintenant série de photos prises dans l'appartement 208 du 5720 boul. Décarie le 30 mai 2012. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516968441438543872,,Turmel dit avoir eu info qu'une vidéo circulait sur Internet. Elle a retrouvé poster de Casablanca et bouteille qu'on y voyait. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516967354253979648,,"Procès #Magnotta : on entend maintenant la policière Chantal Turmel, qui pris des photos dans l'appartement 208 du 5720, blvd Décarie"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516958558509101056,,"Fin de l'interrog. de Simoneau par procureur de la Couronne. Le juge demande au jury de se retirer, à la demande de l'avocat de #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516958039296180224,,Simoneau procède au même exercice pour boîte postale envoyée à False Creek Elementary School. Inclut note menaçante. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516957403926237184,,"Photos montrent la boîte postale envoyée à l'école St. Georges de Vancouver et son contenu, dont une note. #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516957083691155456,,Simoneau présente autres photos du 22 juin 2012. Éléments envoyés cette fois par la police de Vancouver. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516956522199654400,,Précision: Veuillez noter que ciseaux/lames montrés jusqu'ici ont été utilisés par les policiers. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516954287310909440,,Le juge Cournoyer invite le jury à se retirer au procès #Magnotta. Autre débat juridique ne pouvant être rapporté.
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516951961217015809,,"Paquet envoyé au PCC contenait aussi des ciseaux, du papier de soie rose, une lame. #Magnottta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516951430276849664,,"Simoneau présente maintenant photo d'une boîte envoyée au PCC. Coeur dessiné au fond de la boîte, comme celle expédiée au PLC #Magnottta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516950034508951553,,"Boîte envoyée au PLC contenait notamment une note manuscrite et une lame, explique Simoneau #Magnotta"
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516949083370848257,,Simoneau présente des photos d'une boîte envoyée au PLC à Ottawa et de ce qu'elle contenait. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516948321282564100,,La policière Simoneau présente des photos du 22 juin 2012. Photos d'éléments envoyés par la police d'Ottawa à celle de Montréal. #Magnotta
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516947053604503552,,"Le procès #Magnotta reprend avec 15aine de minutes de retard, en raison d'un débat hors jury que nous ne pouvons rapporter."
9/30/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/516940699334635520,,Jour 2 du procès #Magnotta : la policière Caroline SImoneau continue d'étaler la preuve photographique pour la Couronne. Dès 9h30.
9/30/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/517017659020701697,,"Procès #Magnotta : la preuve technique se poursuit. Après les photos, on dépose les objets photographiés à la demande de la défense"
9/30/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516954284349726720,,"Ces colis contiennent du papier de soie rose, des notes manuscrites, des objets divers. #Magnotta"
9/30/2014,@IsabelleRicher,https://twitter.com/#!/@IsabelleRicher/status/516953900050841601,,Le procès #Magnotta se poursuit. La technicienne en scènes de crime décrit les photos des colis envoyés au PLC et au PCC par l'accusé
10/1/2014,@MessierSRC,https://twitter.com/#!/MessierSRC/status/517410703792406529,,Procès #Magnotta reprend après long échange en l'absence du jury. Chaque jour amène son lot d'échanges du genre.
